1000 80000
565 576 3594
474 565 3441
283 928 1235
158 598 3318
615 629 877
175 603 4698
181 425 2095
186 578 1870
462 915 4165
236 783 2283
68 911 3394
271 791 810
414 640 3578
60 697 4781
244 728 2823
178 915 2555
315 600 1394
385 728 2216
163 309 2668
907 965 3011
474 787 2470
334 341 2269
62 177 2174
720 866 4414
85 329 770
175 377 4130
639 672 3146
325 555 1428
375 690 4593
119 630 4610
698 908 508
502 743 3257
207 912 2447
558 772 3482
413 895 564
56 734 3469
410 722 4237
859 994 2253
470 722 1348
822 978 1997
724 987 873
679 747 4393
567 844 1940
474 759 384
259 468 2571
420 478 4440
35 790 1542
25 395 282
785 786 4425
542 630 1511
85 850 3594
241 811 1356
247 752 2899
175 352 4906
49 241 362
73 291 1898
141 643 664
746 791 1343
104 589 1855
581 895 1531
207 389 1368
236 528 2143
156 424 299
866 981 2253
136 812 1503
559 912 3040
202 470 549
562 808 4951
396 572 3912
76 871 1253
49 432 1688
136 715 3013
760 848 4536
534 688 1876
773 921 628
88 413 2039
305 478 3039
522 811 3055
207 326 3508
7 311 2266
174 896 1595
192 903 3964
121 373 2574
377 774 310
202 805 4236
146 708 3173
172 374 1310
425 530 2014
410 909 3921
714 947 889
12 688 1115
583 675 4619
586 865 1681
684 813 3905
549 583 248
558 733 569
772 828 1883
1 175 1571
323 345 3701
68 692 4569
309 392 4031
196 683 11
314 850 4172
115 470 1117
76 545 1218
186 948 4133
53 999 756
17 210 296
404 530 1822
493 736 1116
533 905 2489
460 534 1883
172 516 2752
135 743 1150
588 928 3082
88 647 4872
402 414 497
276 931 269
152 397 1497
49 429 3619
623 791 333
297 424 2592
48 141 415
12 935 636
582 964 2798
48 739 808
7 996 1781
413 957 4775
766 928 3858
795 844 1612
182 584 4988
510 909 4980
682 743 4569
599 708 4917
236 806 3470
7 427 2824
3 135 3904
275 565 1411
193 274 2235
113 559 521
849 983 2145
271 613 494
49 656 3101
824 896 3358
31 223 825
729 783 1565
424 571 3277
655 736 893
355 602 384
436 791 3547
138 355 3787
132 866 3650
351 725 3308
88 153 2661
515 533 2321
110 188 375
41 811 1135
162 615 685
132 151 3241
446 474 2286
119 591 780
792 805 2082
252 623 2459
463 881 225
313 395 1886
226 418 3749
687 974 2872
742 951 1027
908 934 4193
662 736 3110
133 533 825
63 357 4469
363 435 311
337 450 2213
780 893 1881
205 672 2297
49 680 125
410 426 90
195 247 4399
640 737 602
314 1000 3451
63 200 1741
179 542 4661
479 720 3194
747 898 407
194 313 3686
128 954 1323
92 959 2083
457 844 1186
492 583 2215
126 581 3821
593 942 4671
147 908 690
119 428 517
508 669 544
186 224 727
451 981 1494
1 348 3435
78 259 2050
910 969 2240
426 991 70
236 481 2246
589 618 1439
243 318 3041
212 798 4544
276 505 3146
318 748 1212
682 930 1230
91 891 1348
652 715 4683
60 84 3536
245 827 4849
731 931 2865
314 431 1669
290 680 1982
226 880 2492
32 567 2269
20 402 4109
9 591 4989
120 686 3784
39 392 4369
200 440 462
211 432 4095
83 773 2112
208 657 4706
276 950 3605
569 722 2830
325 353 2758
12 477 4218
25 716 3981
185 702 4290
118 673 2126
162 707 365
256 959 3220
498 516 2604
373 922 2990
924 969 1685
181 803 3780
622 656 2094
220 358 765
518 928 1574
365 662 226
409 672 233
114 353 3097
240 714 3178
711 919 2066
378 707 1694
531 785 4862
520 917 3686
746 923 3754
91 106 2805
849 933 3190
541 999 2947
629 857 1874
90 688 3257
545 890 3411
244 649 2566
321 542 1651
175 628 3210
450 665 4511
27 733 3337
668 922 2317
551 707 2034
15 463 4965
716 782 3064
631 731 4047
325 807 4232
735 750 2453
305 886 4420
210 417 987
695 934 2448
213 935 124
251 254 1499
547 643 2447
69 591 1577
186 189 1730
716 873 326
281 742 285
227 640 4965
612 849 10
720 721 3066
352 497 1595
191 838 109
200 642 4397
289 533 568
431 709 1516
254 360 4650
507 626 3751
19 389 926
93 313 806
236 995 269
178 284 2257
302 716 211
26 378 1218
948 960 801
379 720 885
75 978 4766
56 781 3591
588 944 2083
670 907 3181
138 962 2359
566 729 791
232 792 2737
709 837 453
516 753 2668
196 398 688
696 849 4344
771 976 2444
513 772 1094
346 433 2292
463 888 4972
32 738 1791
565 986 202
379 946 4690
659 782 3620
25 830 1814
652 799 4497
554 857 3067
16 48 2467
468 914 1933
274 949 4520
687 770 4142
102 976 1208
432 885 1420
343 676 4816
312 957 4844
114 445 263
163 887 1935
312 540 687
631 693 404
114 552 1070
279 904 1079
583 654 957
392 998 2297
696 839 3649
242 378 975
142 404 776
368 597 1215
466 566 3390
287 766 1624
28 566 1417
234 997 2673
688 875 2346
75 833 4909
293 987 3501
242 984 2014
41 814 906
492 758 4536
589 614 1149
12 64 1591
19 644 4514
305 971 3139
201 683 2238
211 222 579
526 921 1306
675 889 1040
459 597 3513
79 309 972
852 881 4244
122 189 1010
596 787 196
369 477 1119
845 908 4720
376 397 2361
168 895 1519
703 912 1527
701 722 3416
545 955 66
292 798 672
444 992 3371
703 854 4956
81 457 965
228 588 3615
301 774 2395
783 800 1335
560 697 2685
601 850 2755
172 449 623
703 938 1455
331 960 2507
82 414 20
80 515 1305
536 614 521
232 863 3939
273 848 4351
541 717 2654
450 467 4995
358 384 3774
185 411 4045
653 914 3760
189 258 1881
285 673 2390
719 911 739
258 465 3751
714 843 2945
769 924 3469
238 816 36
44 95 2587
220 550 2190
2 965 2487
177 231 2514
394 895 652
506 778 4433
438 462 1851
56 610 3089
128 620 1579
65 688 4267
282 713 358
42 926 1372
384 574 4494
541 901 3372
199 628 2056
130 601 4758
601 869 3967
228 504 1063
463 480 1748
89 885 4211
152 939 4286
450 793 860
772 884 3660
149 880 540
826 833 3754
327 994 4229
212 820 1204
484 558 1686
232 416 2700
80 641 4273
157 888 618
732 962 579
478 501 3733
564 668 972
67 738 1077
546 971 1152
383 984 2402
320 786 293
38 874 978
74 722 2158
203 326 3423
230 791 391
601 972 4016
265 376 4145
783 993 682
517 670 2840
482 534 357
328 865 396
519 653 1563
712 803 2565
727 960 367
92 932 4322
408 655 779
433 989 3332
166 331 3892
538 568 2974
416 980 2346
111 531 960
204 659 1730
117 497 3253
514 924 3214
538 961 849
712 982 4713
605 614 3607
18 411 4603
230 611 4913
405 668 2828
26 491 1745
458 996 4886
458 607 696
231 804 4731
300 957 1758
5 510 2513
197 374 4801
109 301 595
55 82 4481
213 856 931
841 886 2963
250 256 3740
113 261 580
259 595 4157
137 760 1137
10 220 2746
540 794 1341
802 1000 3821
755 924 459
100 673 2974
549 970 476
299 907 78
71 993 362
40 712 4634
134 220 2038
24 462 4694
272 983 3968
65 412 2504
58 201 3189
191 209 687
840 955 13
136 253 1652
392 689 1374
225 953 4679
464 709 1347
1 990 2573
173 463 905
710 816 352
418 817 1747
625 950 3952
733 900 4404
364 853 4529
382 906 462
185 868 4917
105 436 2576
302 495 2659
821 911 437
126 344 4919
38 454 2771
904 937 949
391 613 4441
270 531 4096
131 804 3021
86 829 3344
304 735 2108
298 778 4196
87 615 1027
767 769 155
216 383 3006
43 186 4897
844 902 319
57 533 1624
77 495 1425
445 523 1237
340 451 733
175 740 3045
51 707 405
106 235 352
787 936 3303
302 864 3757
600 835 3557
361 953 3790
372 531 91
423 711 452
66 802 3440
168 775 2446
222 403 32
483 735 4903
181 985 1576
163 539 4838
16 437 1964
335 794 1081
57 388 559
408 580 3532
359 468 4737
669 879 455
99 680 2253
23 546 542
94 189 4051
354 375 3997
409 666 4259
207 744 3107
28 940 1300
823 959 2902
164 598 148
326 645 496
571 638 1904
277 368 4329
248 737 1342
119 266 3068
79 796 3505
444 784 1462
11 314 2245
657 818 3965
563 953 1332
112 574 1293
371 837 3081
279 401 1273
579 650 210
98 599 4568
128 511 3747
567 573 1301
170 978 1961
149 448 4523
797 992 1547
911 918 1705
527 567 600
460 979 35
870 977 2701
441 644 2954
237 995 4094
387 889 4237
118 646 2640
490 864 3575
167 782 1588
667 950 4162
221 918 1334
319 775 3652
134 617 2814
363 958 2025
400 465 4550
212 442 1034
669 681 2446
70 960 3053
708 878 2909
700 920 1413
380 922 3769
22 771 2723
494 850 257
473 767 2725
338 412 4528
462 556 1718
415 611 2524
305 330 4494
3 973 1112
701 927 195
723 758 4919
146 862 423
356 429 1971
439 558 2629
396 664 4509
422 971 2095
145 465 2757
4 398 2505
377 587 3908
510 916 2515
187 746 791
887 975 891
762 961 3751
125 406 4081
322 806 2775
296 383 3247
361 825 1270
278 905 2017
739 777 4142
8 185 2265
206 559 4260
76 381 4991
577 636 4961
107 722 2335
624 922 3920
365 585 1746
509 644 2481
233 282 2801
61 350 2101
229 282 3215
641 768 4691
487 852 631
386 461 2875
183 641 4575
115 390 4361
148 940 163
570 620 4579
257 517 1709
269 811 3022
343 789 4587
658 716 743
316 533 3065
150 759 4366
147 503 2729
847 875 2015
165 893 3776
140 335 252
582 956 3723
295 975 1357
298 913 1865
509 776 66
336 652 3683
433 945 1930
281 988 4401
543 782 549
159 646 1335
174 239 4407
608 962 4664
264 772 485
138 741 114
314 590 3053
559 855 2651
512 955 3817
149 860 289
214 311 1229
44 472 968
46 464 4130
435 819 2647
548 669 3969
333 837 2996
366 497 956
840 872 2114
544 948 1137
30 973 2512
410 500 3616
132 749 2396
441 810 4895
94 453 3344
97 946 1788
657 831 563
129 941 1587
89 677 2275
190 418 4233
762 943 3273
332 776 2400
51 447 733
532 569 3091
269 678 2317
524 819 1205
183 609 1424
788 972 3037
150 154 2872
598 726 2341
29 487 4367
502 537 3763
455 992 1704
523 815 4415
347 566 4490
248 260 1254
458 745 4241
21 687 2351
495 633 1933
174 553 76
511 661 335
176 440 2771
29 616 1225
343 968 1765
660 745 69
74 606 2542
268 386 2545
434 901 847
154 754 2265
627 763 1817
45 758 4629
861 981 2579
286 700 3389
79 169 765
101 788 1459
124 598 997
262 609 3720
126 255 1882
270 525 585
208 339 4320
752 842 1139
486 900 2771
583 648 3013
412 925 2880
367 506 1029
220 535 3248
112 139 4717
674 942 2094
919 967 487
198 791 243
317 558 1951
72 456 1447
303 979 1416
407 654 4171
472 897 954
604 672 3421
335 419 699
699 948 956
293 306 1987
424 779 3973
103 630 3172
592 619 3285
75 171 3393
705 912 2424
294 840 2230
42 267 3505
213 561 4897
577 876 3522
313 704 368
532 761 3159
310 765 4859
454 685 1062
718 917 3059
302 882 4073
202 801 2923
764 833 4208
443 637 3566
489 704 4392
108 266 4306
216 307 2161
896 966 2779
34 85 2855
155 172 4562
125 184 3054
123 252 3375
671 711 2484
342 921 2605
569 575 3505
118 349 1694
430 880 2522
514 883 3662
217 875 4631
196 249 1780
144 645 1385
107 832 2182
161 398 1936
13 752 2685
47 391 3484
310 499 3521
486 694 4611
160 390 1238
33 331 3138
310 529 575
22 730 2447
751 869 2001
234 892 4054
757 934 4284
495 809 1099
228 471 3773
37 313 1432
6 517 2295
488 896 2815
15 756 4428
356 621 706
127 951 2663
54 217 1496
203 219 611
215 890 1235
362 673 161
115 691 1624
308 381 1310
96 939 3775
14 756 947
468 496 2132
116 816 201
485 681 2356
370 972 461
475 525 2900
632 727 184
430 663 4951
234 836 3418
324 797 1286
106 421 3384
877 896 773
844 963 2140
356 651 740
310 834 3876
263 979 4675
937 952 3125
557 870 3825
765 999 2488
943 952 3599
476 612 4952
917 977 3200
800 919 1586
765 804 2744
918 926 4680
599 914 2194
478 510 2950
865 979 4434
528 894 1567
755 950 2895
850 954 4055
620 707 2019
839 942 99
769 809 2416
751 995 921
776 805 3967
793 895 1278
889 944 2738
624 899 170
414 679 3558
798 822 975
537 820 4454
922 943 4045
912 998 633
673 848 1521
839 910 2992
526 592 1980
828 920 3793
714 932 914
834 963 4876
921 962 4846
672 794 4481
891 933 1358
734 953 2592
756 974 4378
592 598 1325
717 739 1949
780 969 2454
555 629 2035
674 716 1179
664 970 794
855 944 592
869 885 692
763 816 1936
457 668 54
966 995 4841
681 929 2526
803 850 3022
514 876 341
860 939 3705
790 904 1751
871 985 4077
864 931 1447
849 882 3593
768 837 3709
809 942 600
922 990 129
724 986 2096
890 942 204
618 935 1529
821 989 4685
940 991 2965
575 787 3124
811 983 296
668 971 3831
895 935 1190
715 804 4470
875 934 3160
705 746 1234
819 850 889
780 841 3920
849 899 1914
878 963 3731
761 903 4585
605 684 1256
905 962 469
647 870 4059
894 927 3732
600 665 2189
929 969 2230
742 863 1139
775 933 2354
804 983 3764
591 702 1701
902 933 1475
794 817 1000
824 920 1690
333 752 3489
715 816 4747
392 862 4381
893 936 3565
838 916 2493
654 826 2766
632 707 3916
839 860 1064
742 870 770
660 991 4148
769 781 1324
607 898 4230
926 963 4335
701 753 4071
912 967 4389
902 953 1758
571 944 1447
621 719 1376
941 950 1676
731 785 232
874 945 114
781 972 1746
713 979 2312
717 969 2896
854 884 742
887 965 2711
866 954 3150
687 747 2704
606 639 2367
928 936 283
805 913 1658
822 995 3459
923 940 4916
818 905 4486
798 806 2399
787 996 1527
511 845 412
939 972 4933
758 887 433
935 958 4818
817 890 3945
684 858 1915
839 906 2361
642 848 2049
928 954 2333
483 907 140
744 748 3800
640 876 37
535 710 666
959 990 1490
904 939 703
567 995 4830
681 816 3598
768 859 2500
984 1000 2231
845 912 3964
779 919 2718
517 982 235
702 823 4829
796 804 1092
953 992 634
815 935 1847
758 841 672
886 900 3592
685 730 506
462 467 1826
606 700 206
789 938 2347
655 887 3175
697 804 1875
538 720 4803
786 805 2411
642 767 2869
847 858 2341
846 979 1868
744 809 2344
787 789 4327
615 666 3873
877 921 4019
711 831 1723
866 913 3772
705 797 2970
871 891 3708
892 949 4354
655 765 4505
643 944 1615
905 939 4183
623 944 2124
728 818 3399
986 997 3950
825 879 2095
870 917 240
745 921 758
813 900 1055
833 891 1570
881 966 4075
972 980 2497
705 986 4311
860 959 3362
895 986 841
856 960 3900
836 999 1262
580 657 2204
786 945 1507
748 823 4436
961 976 699
804 859 4454
491 599 3322
791 814 1655
896 962 1150
690 792 598
779 879 2819
446 505 2740
680 726 2006
712 996 2001
945 987 828
818 945 4419
973 982 4140
748 884 2290
950 976 4278
539 749 799
786 810 1928
676 925 3387
744 894 251
892 980 4459
807 937 2011
692 911 1392
885 971 2065
706 717 908
756 766 2317
942 965 3930
674 926 1776
791 877 1565
795 959 4983
742 809 2394
799 873 2713
472 984 1088
654 971 627
520 710 159
946 992 4216
852 887 884
898 916 2067
601 714 4209
866 959 3339
828 995 2858
851 905 928
692 991 95
880 979 2835
964 993 3549
577 880 3804
835 880 3022
588 597 1434
816 864 1785
945 985 609
850 931 1418
845 986 3949
853 921 2082
758 932 803
919 977 3906
853 979 1597
860 899 1296
651 905 1820
855 878 4407
697 840 2017
844 970 914
829 877 4143
620 767 1326
518 768 3510
607 960 3577
932 991 295
812 834 3831
651 658 1977
756 867 4438
811 841 936
979 993 108
845 929 4636
864 930 3263
828 851 1590
625 880 4541
825 832 2215
399 748 2334
842 996 3550
582 707 203
462 984 4777
870 967 3226
747 930 961
880 921 2636
780 886 1256
920 945 1434
615 658 4432
803 837 1928
879 938 1341
900 998 303
753 901 1092
873 946 2097
835 881 3379
820 940 4777
607 886 1293
613 680 3464
795 946 1017
536 691 429
846 908 4542
802 973 749
613 976 654
774 886 4974
770 791 750
746 883 3670
816 871 2701
478 984 2562
682 826 4218
834 876 2861
909 916 4065
710 775 4838
627 795 3305
837 950 3315
643 896 2899
757 920 844
802 828 2321
906 915 1689
944 948 4273
823 989 2251
815 866 184
825 877 3393
956 976 145
667 796 112
951 962 2309
849 925 2504
472 757 4775
763 918 1756
708 767 3200
727 735 2231
842 883 4763
921 995 1254
886 997 2735
764 869 3234
752 890 4782
861 971 4307
948 966 4251
739 796 3697
961 986 935
597 924 1515
770 790 2403
721 780 4077
792 809 41
844 984 2590
633 860 1679
735 935 885
828 894 4031
627 836 3134
702 927 2391
794 848 2497
784 798 4971
975 983 3430
927 943 3493
890 999 1894
859 992 1498
869 933 3451
928 987 2175
820 982 404
874 980 604
792 980 1307
586 972 3082
898 909 636
929 934 1683
873 967 1740
934 962 2076
888 941 4575
710 1000 4922
401 550 3949
741 877 2865
769 805 3035
895 948 681
578 867 354
760 845 1497
539 650 950
849 908 2822
824 965 1812
839 896 4263
910 945 2632
714 938 3277
948 953 4672
689 781 3404
976 982 3252
817 975 267
544 575 1330
722 876 4541
879 987 2839
587 955 3528
892 947 4129
947 976 763
698 748 4308
350 629 755
806 932 348
767 861 1138
583 615 3504
650 769 3354
683 950 2045
891 997 364
813 824 1794
641 927 2658
679 774 1805
757 942 4998
844 912 188
926 934 2388
735 900 392
771 982 2987
525 869 2208
874 960 2809
706 875 2355
652 849 864
891 982 2861
760 809 3687
675 677 43
699 969 961
940 997 2577
909 944 1412
701 979 3703
607 654 2194
671 698 60
787 881 4002
794 929 3729
759 813 3207
675 746 3698
665 851 2212
943 955 497
842 960 1784
828 897 4617
955 974 992
689 988 4483
733 874 999
719 784 3419
886 893 2829
811 989 1010
751 814 508
937 942 3782
819 900 1143
507 534 1789
601 797 3963
883 904 851
797 994 4729
833 869 4296
508 886 2204
879 894 460
506 661 2411
840 880 446
768 863 1260
623 914 3905
678 707 2372
700 927 766
942 944 2298
577 680 4204
713 987 865
719 728 4915
890 900 3013
852 870 4556
691 871 1910
886 905 1993
871 887 347
807 958 4575
828 858 3220
909 979 3605
658 807 213
797 932 4484
920 929 4604
610 651 3860
826 993 1234
861 988 4256
496 1000 2211
880 892 1943
813 891 3808
856 898 1382
739 937 1567
895 963 1877
449 483 1522
925 997 508
807 811 4545
859 872 2089
822 894 31
746 870 3332
787 962 1443
832 960 1894
684 718 4383
673 730 3809
828 961 3932
739 949 3128
895 950 3211
905 968 2139
687 774 3881
840 867 3077
775 888 1909
839 976 1332
797 968 3303
877 885 44
826 865 1534
876 1000 3219
735 875 4870
937 950 4044
801 997 2159
601 857 3241
773 887 2728
786 914 2104
935 977 2506
858 950 1507
681 803 4562
701 730 1265
793 893 738
902 992 2135
785 1000 1522
608 994 4493
785 829 1904
753 857 4530
872 959 4642
594 826 623
765 782 496
840 937 297
881 936 428
877 928 2119
648 702 739
831 874 4903
817 886 4879
793 941 3380
764 840 765
839 869 726
818 948 4680
914 963 2206
745 861 4626
797 875 2665
847 941 1540
818 875 481
704 795 1325
775 876 4186
889 974 5
897 959 1295
567 810 2873
536 978 968
480 771 3747
889 911 557
676 758 988
581 697 123
677 781 485
826 974 3257
793 975 1041
716 917 1603
505 882 2313
737 812 722
752 813 829
763 896 4677
801 927 2752
842 870 4488
831 934 2595
815 915 2807
942 985 2677
772 926 1694
632 881 2660
831 875 1487
870 935 4896
838 898 118
511 658 1985
645 923 3527
706 826 1854
735 958 3483
474 891 2147
864 969 3427
911 966 995
502 791 2388
743 895 1094
969 971 2710
934 942 2946
699 845 4776
851 882 392
743 875 4377
857 933 3220
818 933 4525
927 958 504
713 975 158
853 855 2519
764 908 2350
891 903 3093
862 933 3077
940 999 4641
596 846 2844
792 817 309
858 906 2317
844 892 1614
873 895 4275
966 967 4784
723 978 1925
902 969 1670
790 894 1041
836 920 3403
717 814 1314
758 962 771
590 690 826
818 987 561
985 1000 4652
793 889 2289
726 917 496
761 961 2879
687 856 3949
799 949 1470
883 968 1410
700 982 2983
800 833 4385
555 735 2844
892 904 2218
705 867 119
715 929 76
685 883 4885
888 969 2595
639 734 3146
801 960 2281
731 876 2775
769 825 338
884 950 2080
724 940 1399
821 986 1512
371 926 1540
920 980 3546
627 878 473
852 990 131
409 548 3321
675 925 2041
532 896 277
911 953 4275
580 784 4447
831 833 3951
814 942 1668
759 942 2888
849 994 4578
790 933 2845
632 870 100
907 911 2424
825 986 3803
628 693 2543
774 974 2523
791 963 959
889 897 1335
820 876 3613
857 876 4437
685 937 58
727 745 1009
806 930 2131
760 799 888
758 955 1241
891 944 3970
830 916 3404
875 936 1222
982 986 987
663 767 1368
752 857 106
748 787 3450
614 723 2278
552 574 1381
736 860 3889
530 735 94
615 817 4911
797 926 441
830 854 613
822 985 3941
766 848 3663
698 817 1907
713 757 137
695 807 1389
874 938 2167
820 917 1068
959 967 2073
647 796 3519
844 846 501
631 766 188
785 947 1474
653 932 593
479 974 1943
919 999 3001
708 877 1568
782 850 387
895 954 999
725 726 1285
857 936 2609
938 993 2226
805 958 4680
823 923 263
825 838 3769
918 962 2298
561 849 2520
703 896 4653
807 915 2772
693 823 255
800 845 711
889 935 137
695 742 4131
747 901 4981
794 808 3431
900 993 297
750 957 4497
879 999 1238
829 921 852
934 940 3172
553 766 2717
751 855 524
770 993 2349
905 971 2633
822 982 862
868 884 4632
841 885 468
935 952 2514
895 982 1034
851 922 154
694 736 419
803 956 2602
821 946 3623
718 775 3586
846 953 3255
738 861 4962
864 938 3589
739 772 271
652 976 2673
772 777 882
879 883 347
827 865 3446
711 773 1266
678 856 3486
729 867 1233
780 974 1725
852 878 2879
802 901 342
696 790 4038
849 955 1808
777 948 2422
969 979 315
749 911 3676
774 920 2971
823 933 2024
933 963 839
783 941 3465
444 534 1377
818 906 1584
800 903 1581
703 997 3247
715 894 4149
589 750 2506
837 852 1553
787 950 438
874 934 3216
965 997 2863
745 911 824
727 871 2839
963 976 4050
807 892 1960
792 898 4427
580 834 1100
890 915 4396
650 912 1657
788 861 2904
857 931 1167
773 952 693
922 983 2337
661 732 1482
940 963 4169
737 741 1763
858 982 774
964 974 4090
858 895 2292
731 996 1484
813 849 1382
612 785 4749
791 792 3803
945 973 4390
647 862 2267
778 862 4696
890 926 144
582 775 1452
723 924 4911
719 753 618
915 919 414
684 990 3298
903 930 3985
900 975 1209
907 972 1240
714 790 2667
758 982 3710
610 981 4120
846 888 657
934 970 3264
703 853 2987
891 910 4967
624 660 1326
771 926 1292
787 973 2306
643 903 931
892 973 3665
666 882 1270
827 998 4668
846 936 784
324 806 2895
685 899 1271
771 824 1294
748 772 3156
718 801 2532
967 968 3733
563 718 1054
684 958 1053
646 809 2877
693 946 1799
820 830 3224
920 974 2286
741 895 3207
905 948 4217
818 986 2588
761 922 3102
831 963 4958
542 987 274
842 967 4194
813 882 2642
928 941 3633
846 943 2252
473 675 2921
734 998 3716
577 873 4388
931 992 284
852 866 2396
925 928 4219
925 926 3597
633 671 1467
682 797 2815
817 843 3613
810 863 4028
643 672 4892
741 963 664
724 877 2627
674 925 2604
774 855 975
894 905 4201
920 961 4004
912 917 2351
851 859 4509
773 822 2141
756 861 124
764 811 1841
812 977 629
669 966 3433
572 882 3182
827 913 2147
836 981 606
875 972 1557
885 974 984
901 906 1315
782 926 4526
966 979 4611
536 609 4582
804 885 1178
833 932 2315
970 973 2927
784 887 185
932 982 1175
797 876 2760
720 774 3255
883 996 490
745 989 682
826 872 2794
799 819 4110
795 893 3042
874 911 4803
699 759 3652
899 938 3987
985 994 3827
894 1000 380
822 972 1255
448 566 999
845 924 476
589 623 2172
462 857 3158
667 966 4535
984 988 2825
714 730 4638
985 987 3057
639 902 1351
605 746 146
976 985 4521
754 970 1991
754 808 5000
833 843 4925
847 855 2273
756 970 4386
787 889 554
793 953 982
720 757 3134
568 577 1526
727 800 1750
746 825 718
669 876 2067
662 803 547
845 936 885
633 796 4825
669 746 3282
818 969 803
762 958 2021
852 865 2732
757 862 2998
853 983 2133
492 730 4846
755 767 767
937 965 2889
866 952 1699
740 911 2703
723 806 4800
916 938 4015
777 932 4369
915 951 1535
865 970 512
826 861 202
546 953 3591
685 818 4288
491 671 4570
735 857 4695
835 914 3617
893 975 2110
591 645 1537
777 795 114
906 980 2877
931 964 617
818 938 3833
784 975 3838
733 745 3837
758 819 4887
908 976 4481
764 998 4487
860 977 205
819 826 399
696 873 2623
679 800 3219
829 862 1287
460 794 65
868 956 1732
687 876 510
758 795 2117
879 941 769
815 990 2106
752 849 3309
517 587 1407
646 977 4709
934 943 1939
530 768 2606
721 937 934
757 878 1469
854 941 2500
880 926 1918
855 905 1712
927 971 1835
777 832 2858
963 965 2283
921 963 1197
341 634 3203
914 916 2995
715 952 1403
728 782 2937
869 985 2420
828 916 4057
770 845 1004
691 987 3371
701 845 4472
645 778 2330
782 990 509
799 915 3516
719 812 3217
920 962 1884
733 822 4388
873 879 4013
584 952 2052
613 686 3599
659 879 2002
733 826 3387
838 859 346
814 891 3130
683 971 1581
831 937 3204
710 969 3788
730 897 4627
751 832 1629
521 778 1566
836 966 840
823 895 1498
696 933 3177
594 969 4605
775 939 1106
846 924 3829
687 712 1082
969 980 1542
889 979 4428
812 852 1145
548 910 4943
751 890 1083
727 770 3384
804 843 4847
847 954 779
788 790 3742
835 864 501
738 883 3045
627 732 1708
322 863 1256
870 884 1433
950 995 3903
646 934 1021
475 791 180
815 939 3630
835 990 3334
881 920 4807
746 914 16
735 962 2288
865 916 3792
720 735 1267
792 874 2892
688 902 413
835 884 2319
676 872 1396
937 991 4423
690 758 1950
833 993 1118
892 920 3947
786 844 166
733 892 1494
994 998 3882
473 524 4554
926 942 93
863 996 72
843 970 2862
610 697 4692
814 863 4235
611 925 2758
844 978 3121
677 707 3021
854 911 1457
749 765 2047
710 851 1267
836 933 3278
649 849 1244
806 877 3312
776 924 2878
917 951 564
926 955 2491
597 951 4031
826 970 4762
921 931 1418
763 869 2755
615 742 4251
558 682 2964
797 839 3908
755 821 1777
852 874 2152
634 850 2111
844 928 1982
794 994 2207
875 905 4378
859 945 4251
645 793 379
861 883 3659
708 818 2960
616 704 989
640 722 1058
900 955 156
838 897 3235
976 988 559
870 940 1174
638 995 423
757 772 823
729 991 866
895 997 3669
848 914 1153
898 976 1625
946 953 2098
692 783 4964
454 913 3253
